Ex5v1 Ex5v2
-0.389740083028539 B
0.680574632559288 B
-0.232195745551431 B
0.673151242947624 B
1.42726539195257 B
0.591667929063451 B
0.162032657654441 B
0.35049317530498 B
0.05667957512424 B
1.17545202408723 B
0.107246448461833 B
-0.194101359846399 B
0.0627917678816677 B
-0.3095753178645 B
0.0214085693351692 B
2.18534761596669 B
2.50070437623707 B
-0.0645136401057244 B
-2.2540667748873 C
-0.792882833722934 C
-0.514176685542338 C
-28.3528967858836 C
0.277420447513717 C
3.00036572404279 C
2.25211368075085 C
-3.39042352604782 C
-1.62963033287348 C
0.00580052572903396 C
-1.53418725722645 C
-0.748179437278429 C
22.5482451346688 C
0.972019856778299 C
-9.37383398457973 C
0.359117172714238 C
-0.476251404613568 C
-1.20818256664889 C
2.45653798285526 C
0.756908010080061 C
0.21779984262086 C
-0.828601495424701 C
1.89738753670401 C
-0.371080739533002 C
0.139381138239859 C
1.15297889659924 C
14.3845852916558 C
1.72986710386928 C
-0.541213143409144 C
1.28493807310498 C
0.605240497809373 C
0.756612407854621 C
1.18893526020656 C
-8.72016812383174 C
1.35540076028314 C
-0.62224087734461 C
-0.410831973031476 C
3.68333450337081 C
1.51303636410735 C
-1.4087205804401 C
0.23900450128661 C
2.72869402180778 C
-1.31596644241928 C
1.63119857454815 C
0.143494353994294 C
-0.242717082166386 C
0.593426558709272 C
-0.305719650102993 C
0.51051649296882 C
-1.69396284159909 C
0.0803378692778478 C
-0.0545025123290293 C
-3.01270193780574 C
-1.49733915435065 C
-2.35248664731072 C
-4.69103330134667 C
-0.0844017132444811 C
42.1933809800719 C
0.808454673175057 C
0.583544320198849 C
-1.65827622401597 C
-1.61488466123899 C
0.529486772531617 C
0.244788737295941 C
5.72624153949776 C
-3.0554346978721 C
0.583932686898081 C
-0.243412064628461 C
0.105856545178729 C
-2.57851946378882 C
0.884149986453766 C
0.738481508876636 C
-4.38488928862887 C
-0.87500182671574 C
-0.393901602268328 C
-2.4396682456069 C
-3.26260508779739 C
-10.3954803137855 C
2.97558535819212 C
-0.786548300436263 C
0.76744933164383 C
0.0595919326229335 C
-0.466501454941954 C
0.105521938965879 C
-1.49297534156199 C
0.0165632999701851 C
-18.0789491289215 C
-0.403502561811436 C
-1.65598841661462 C
-8.23296029132451 C
29.6179940461583 C
-0.395621402598633 C
-0.0201356801330669 C
28.6845227279085 C
-3.73331757518314 C
-3.70724552236554 C
2.72248894662303 C
0.653623247612246 C
0.084950415276207 C
0.260177082617601 C
-0.586180681531221 C
0.257833684448729 C
-0.120628895921963 C
0.439704989669628 C
-2.19647832028801 C
-0.87134680938915 C
1.74974131151225 C
17.5219379216054 C
0.919079006036302 C
0.410074784884938 C
1.38191350634473 C
-4.75056948246091 C
7.62665808848208 C
-261.036851242108 C
0.0389917564731205 C
-90.272845134361 C
0.534859876644445 C
-0.23019589387144 C
0.895633696405364 C
-2.0542082107901 C
1.45662869815493 C
0.386141593324222 C
1.3857274327996 C
-0.572912157500508 C
-2.77234063988797 C
0.0202363713724383 C
2.0731830387049 C
0.521191966475368 C
-8.61165216992766 C
1.76316169525985 C
-1.5589847356119 C
-1.32541226164109 C
-0.681243354723299 C
-0.631497778309862 C
-1.74082324695222 C
-1.91341943898816 C
-1.58476853547142 C
25.189576335382 C
0.349839806840951 C
-4.89501585005512 C
0.776041015195808 C
1.48457980845876 C
4.13606515918596 C
1.49532675213694 C
1.19550254857813 C
1.22590861182821 C
-0.270007896030129 C
-1.31348142303901 C
-0.611097290630834 C
-0.0118226265846228 C
0.470831825324622 C
1.08052530977782 C
1.84115178981161 C
0.690940233135603 C
0.691143687145251 C
-0.511200140611923 C
-1.56606482711942 C
2.58249834120605 C
0.136973612690097 C
0.589237697188894 C
0.50078602047379 C
2.1260781820818 C
26.8121735947088 C
1.04714906558869 C
-0.0117103145194704 C
-0.114079052528482 C
-2.30789161045463 C
5.85797064351379 C
-0.453060775359426 C
-0.869068629239908 C
0.318990916542206 C
5.16052959815151 C
0.0432725220955325 C
1.55108568055263 C
15300.3318210252 C
-1.09522261307338 C
-0.613007158590259 C
-0.15569140838331 C
1.22501012080809 C
-2.19279816226134 C
0.0368390045132786 C
0.905625991355785 C
1.3284067381338 C
0.468768687139982 C
2.13664457850061 C
0.271401528832061 C
0.685053033848099 C
2.82531201996278 C
-0.676196935220926 C
0.27048847992402 C
0.372051828719017 C
-0.0176408912078244 C
1.65466604401298 C
-3.67095300974275 C
1.2046120208397 C
-0.15561841266621 C
22.4830942312347 C
-7.83303711615198 C
-10.5937211044959 C
-3.07922518978826 C
-5.72160574068746 C
-0.701233405295017 C
-0.560736461196282 C
-0.263965974526044 C
-2.38499212038459 C
-11.3389602051834 C
-1.30107497954522 C
-0.590445834730517 C
0.196232563398482 C
-5.440151711185 C
0.289648906221693 C
-2.12237820897233 C
3.21117607218882 C
-2.16012812330596 C
4.51131107756563 C
-1.67711463153353 C
1.17673068041112 C
2.25249747945886 C
-15.5321497204898 C
-0.581473148075453 C
-0.419820385246323 C
-9.8140873371202 C
1.82918210630362 C
-0.375241902773478 C
-4.30048696227296 C
0.596297874237618 C
-0.155291632192204 C
-0.301649709006058 C
-0.651783645582283 C
-4.93800961613849 C
-0.986250227940383 C
-1.43059369952257 C
-0.250653735503639 C
-0.2265982496863 C
-0.992053784652465 C
-0.172950490240782 C
-4.07260859584657 C
0.16702643540019 C
0.142610276145643 C
-0.702462104623548 C
-1.32368681664816 C
-2.4005942071468 C
0.546683086928886 C
3.59421472303217 C
0.35198260296046 C
0.739036465736203 C
-0.409133367516632 C
-0.508225845980799 C
-0.981407191715836 C
-0.00047048692381158 C
4.89879536987164 C
1.18782483267549 C
1.0160199898237 C
-0.095585153335011 C
0.672494020262327 C
9.38085921346467 C
2.84354493329363 C
0.0888079991888374 C
3.69038971400077 C
0.790902546104425 C
6.96417000455242 C
0.162246295650747 C
-0.331544318928195 C
1.30447845667439 C
0.221798419575994 C
0.385100573119304 C
0.861547804055856 C
29.9933810002282 C
0.664266161049932 C
2.51607991417145 C
0.46127909511385 C
9.85983720479515 C
0.333354901139198 C
0.346447448749794 C
-1.01774030618374 C
0.656476181024016 C
4.29089321433965 C
-0.00245041097373992 C
-0.691635102711542 C
-0.497085850289415 C
-1.61562536424064 C
1.31529977327598 C
2.49777922460038 C
-0.0923697758858806 C
-108.478817895636 C
-5.96047301538887 C
-0.0159562611058553 C
1.95262977075048 C
3.11132529963446 C
-0.468192695380941 C
-1.26864470976343 C
1.73400782052602 C
0.719337418974318 C
-3.82954221159317 C
1.30598011365143 C
0.268402811838126 C
-0.531556513719263 C
0.594738433999789 C
-7.24879781586702 C
0.59345546097975 C
-12.1328111601906 C
9.01800666385092 C
